ID,date_time,latitude,longitude,b,t
2002-2014,1/11/2014 13:22,12.5871455,-15.4972383,-1,1/11/2014 13:22
2002-2014,1/11/2014 14:22,12.5877902,-15.5042663,-1,1/11/2014 14:22
2002-2014,1/11/2014 14:52,12.5876879,-15.5042914,-1,1/11/2014 14:52
2002-2014,1/11/2014 15:22,12.5870823,-15.497233,-1,1/11/2014 15:22
2002-2014,1/11/2014 15:52,12.5895511,-15.5008654,-1,1/11/2014 15:52
2002-2014,1/11/2014 16:23,12.5864061,-15.5026188,-1,1/11/2014 16:23
2002-2014,1/11/2014 16:52,12.587599,-15.5042995,-1,1/11/2014 16:52
2002-2014,1/11/2014 17:22,12.5890622,-15.50014,-1,1/11/2014 17:22
2002-2014,1/11/2014 17:53,12.5893589,-15.500266,-1,1/11/2014 17:53
2002-2014,1/11/2014 18:23,12.5899085,-15.52396,-1,1/11/2014 18:23
2002-2014,1/11/2014 18:53,12.5937542,-15.5412344,-1,1/11/2014 18:53
2002-2014,1/11/2014 19:53,12.5505468,-15.638409,-1,1/11/2014 19:53
2002-2014,1/11/2014 20:23,12.5505634,-15.6384185,-1,1/11/2014 20:23
2002-2014,1/11/2014 20:53,12.5507715,-15.6383586,-1,1/11/2014 20:53
2002-2014,1/11/2014 21:53,12.5506947,-15.6389214,-1,1/11/2014 21:53
2002-2014,1/11/2014 22:23,12.5507571,-15.6389311,-1,1/11/2014 22:23
2002-2014,1/11/2014 22:54,12.5508405,-15.6389529,-1,1/11/2014 22:54
2002-2014,1/11/2014 23:24,12.5508298,-15.6388677,-1,1/11/2014 23:24
2002-2014,1/11/2014 23:53,12.5509155,-15.6388107,-1,1/11/2014 23:53
2002-2014,1/12/2014 0:24,12.5509319,-15.6388379,-1,1/12/2014 0:24
2002-2014,1/12/2014 0:53,12.5509437,-15.6388424,-1,1/12/2014 0:53
2002-2014,1/12/2014 1:23,12.5509916,-15.6388732,-1,1/12/2014 1:23
2002-2014,1/12/2014 1:54,12.5509659,-15.6388745,-1,1/12/2014 1:54
2002-2014,1/12/2014 2:54,12.5514149,-15.6389072,-1,1/12/2014 2:54
2002-2014,1/12/2014 3:25,12.5515492,-15.6388461,-1,1/12/2014 3:25
